codigo_mun,mun,prov,ccaa,renta_neta_media_por_persona
12039,Castellnovo,Castellón/Castelló,Comunitat Valenciana,13312
12040,Castelló de la Plana,Castellón/Castelló,Comunitat Valenciana,13427
12041,Castillo de Villamalefa,Castellón/Castelló,Comunitat Valenciana,18676
12042,Catí,Castellón/Castelló,Comunitat Valenciana,12884
12043,Caudiel,Castellón/Castelló,Comunitat Valenciana,12477
12044,Cervera del Maestre,Castellón/Castelló,Comunitat Valenciana,11134
12045,Cinctorres,Castellón/Castelló,Comunitat Valenciana,12588
12046,Cirat,Castellón/Castelló,Comunitat Valenciana,13789
12048,Cortes de Arenoso,Castellón/Castelló,Comunitat Valenciana,11996
12049,Costur,Castellón/Castelló,Comunitat Valenciana,13145
12050,les Coves de Vinromà,Castellón/Castelló,Comunitat Valenciana,11933
12051,Culla,Castellón/Castelló,Comunitat Valenciana,12206
12052,Xert,Castellón/Castelló,Comunitat Valenciana,13035
12053,Chilches/Xilxes,Castellón/Castelló,Comunitat Valenciana,12132
12055,Chodos/Xodos,Castellón/Castelló,Comunitat Valenciana,14076
12056,Chóvar,Castellón/Castelló,Comunitat Valenciana,11416
12057,Eslida,Castellón/Castelló,Comunitat Valenciana,12407
12058,Espadilla,Castellón/Castelló,Comunitat Valenciana,14024
12059,Fanzara,Castellón/Castelló,Comunitat Valenciana,13670
12060,Figueroles,Castellón/Castelló,Comunitat Valenciana,13216
12061,Forcall,Castellón/Castelló,Comunitat Valenciana,13043
12063,Fuente la Reina,Castellón/Castelló,Comunitat Valenciana,14024
12064,Fuentes de Ayódar,Castellón/Castelló,Comunitat Valenciana,14024
12065,Gaibiel,Castellón/Castelló,Comunitat Valenciana,11854
12066,NA,NA,NA,NA
12067,Geldo,Castellón/Castelló,Comunitat Valenciana,11131
12068,Herbers,Castellón/Castelló,Comunitat Valenciana,14024
12069,Higueras,Castellón/Castelló,Comunitat Valenciana,14024
12070,la Jana,Castellón/Castelló,Comunitat Valenciana,10259
12071,Jérica,Castellón/Castelló,Comunitat Valenciana,11988
12072,Llucena/Lucena del Cid,Castellón/Castelló,Comunitat Valenciana,14080
12073,Ludiente,Castellón/Castelló,Comunitat Valenciana,12328
12074,la Llosa,Castellón/Castelló,Comunitat Valenciana,10721
12075,la Mata de Morella,Castellón/Castelló,Comunitat Valenciana,12569
12076,Matet,Castellón/Castelló,Comunitat Valenciana,14024
12077,Moncofa,Castellón/Castelló,Comunitat Valenciana,12189
12078,Montán,Castellón/Castelló,Comunitat Valenciana,12186
12079,Montanejos,Castellón/Castelló,Comunitat Valenciana,13212
12080,Morella,Castellón/Castelló,Comunitat Valenciana,13831
12081,Navajas,Castellón/Castelló,Comunitat Valenciana,13626
12082,Nules,Castellón/Castelló,Comunitat Valenciana,12095
12083,Olocau del Rey,Castellón/Castelló,Comunitat Valenciana,12102
12084,Onda,Castellón/Castelló,Comunitat Valenciana,12778
12085,Oropesa del Mar/Orpesa,Castellón/Castelló,Comunitat Valenciana,11336
12087,Palanques,Castellón/Castelló,Comunitat Valenciana,14024
12088,Pavías,Castellón/Castelló,Comunitat Valenciana,14024
12089,Peníscola/Peñíscola,Castellón/Castelló,Comunitat Valenciana,11222
12090,Pina de Montalgrao,Castellón/Castelló,Comunitat Valenciana,14458
12091,Portell de Morella,Castellón/Castelló,Comunitat Valenciana,13153
12092,Puebla de Arenoso,Castellón/Castelló,Comunitat Valenciana,13512
12093,la Pobla de Benifassà,Castellón/Castelló,Comunitat Valenciana,13621
12094,la Pobla Tornesa,Castellón/Castelló,Comunitat Valenciana,13601
12095,Ribesalbes,Castellón/Castelló,Comunitat Valenciana,13463
12096,Rossell,Castellón/Castelló,Comunitat Valenciana,10444
12097,Sacañet,Castellón/Castelló,Comunitat Valenciana,14024
12098,la Salzadella,Castellón/Castelló,Comunitat Valenciana,11455
12099,Sant Jordi/San Jorge,Castellón/Castelló,Comunitat Valenciana,11876
12100,Sant Mateu,Castellón/Castelló,Comunitat Valenciana,12301
12101,San Rafael del Río,Castellón/Castelló,Comunitat Valenciana,10784
12102,Santa Magdalena de Pulpis,Castellón/Castelló,Comunitat Valenciana,10181
12103,la Serratella,Castellón/Castelló,Comunitat Valenciana,12566
12104,Segorbe,Castellón/Castelló,Comunitat Valenciana,12260
12105,Sierra Engarcerán,Castellón/Castelló,Comunitat Valenciana,12469
12106,Soneja,Castellón/Castelló,Comunitat Valenciana,12702
12107,Sot de Ferrer,Castellón/Castelló,Comunitat Valenciana,13406
12108,Sueras/Suera,Castellón/Castelló,Comunitat Valenciana,13302
12109,Tales,Castellón/Castelló,Comunitat Valenciana,13334
12110,Teresa,Castellón/Castelló,Comunitat Valenciana,12238
12111,Tírig,Castellón/Castelló,Comunitat Valenciana,11260
12112,Todolella,Castellón/Castelló,Comunitat Valenciana,12381
12113,Toga,Castellón/Castelló,Comunitat Valenciana,13431
12114,Torás,Castellón/Castelló,Comunitat Valenciana,14117
12115,El Toro,Castellón/Castelló,Comunitat Valenciana,13782
12116,Torralba del Pinar,Castellón/Castelló,Comunitat Valenciana,14024
12117,Torreblanca,Castellón/Castelló,Comunitat Valenciana,10285
12118,Torrechiva,Castellón/Castelló,Comunitat Valenciana,14024
12119,la Torre d'En Besora,Castellón/Castelló,Comunitat Valenciana,12207
12120,la Torre d'en Doménec,Castellón/Castelló,Comunitat Valenciana,11780
12121,Traiguera,Castellón/Castelló,Comunitat Valenciana,10886
12122,"Useras/Useres, les",Castellón/Castelló,Comunitat Valenciana,12702
12123,Vallat,Castellón/Castelló,Comunitat Valenciana,14024
12124,Vall d'Alba,Castellón/Castelló,Comunitat Valenciana,11382
12125,Vall de Almonacid,Castellón/Castelló,Comunitat Valenciana,12190
12126,la Vall d'Uixó,Castellón/Castelló,Comunitat Valenciana,12035
12127,Vallibona,Castellón/Castelló,Comunitat Valenciana,14024
12128,Vilafamés,Castellón/Castelló,Comunitat Valenciana,13499
12129,Vilafranca/Villafranca del Cid,Castellón/Castelló,Comunitat Valenciana,12473
12130,Villahermosa del Río,Castellón/Castelló,Comunitat Valenciana,12837
12131,Villamalur,Castellón/Castelló,Comunitat Valenciana,14024
12132,Vilanova d'Alcolea,Castellón/Castelló,Comunitat Valenciana,13433
12133,Villanueva de Viver,Castellón/Castelló,Comunitat Valenciana,14024
12134,Vilar de Canes,Castellón/Castelló,Comunitat Valenciana,9109
12135,Vila-real,Castellón/Castelló,Comunitat Valenciana,12701
12136,la Vilavella,Castellón/Castelló,Comunitat Valenciana,12248
12137,Villores,Castellón/Castelló,Comunitat Valenciana,14024
12138,Vinaròs,Castellón/Castelló,Comunitat Valenciana,11614
12139,Vistabella del Maestrat,Castellón/Castelló,Comunitat Valenciana,13369
12140,Viver,Castellón/Castelló,Comunitat Valenciana,11575
12141,Zorita del Maestrazgo,Castellón/Castelló,Comunitat Valenciana,13000
12142,Zucaina,Castellón/Castelló,Comunitat Valenciana,11624
12901,"Alqueries, les/Alquerías del Niño Perdido",Castellón/Castelló,Comunitat Valenciana,13025
12902,Sant Joan de Moró,Castellón/Castelló,Comunitat Valenciana,12323
13001,Abenójar,Ciudad Real,Castilla - La Mancha,9992
13002,Agudo,Ciudad Real,Castilla - La Mancha,9235
13003,Alamillo,Ciudad Real,Castilla - La Mancha,11361
13004,Albaladejo,Ciudad Real,Castilla - La Mancha,9602
13005,Alcázar de San Juan,Ciudad Real,Castilla - La Mancha,12333
13006,Alcoba,Ciudad Real,Castilla - La Mancha,11944
13007,Alcolea de Calatrava,Ciudad Real,Castilla - La Mancha,11022
13008,Alcubillas,Ciudad Real,Castilla - La Mancha,9198
13009,Aldea del Rey,Ciudad Real,Castilla - La Mancha,10389
13010,Alhambra,Ciudad Real,Castilla - La Mancha,9815
13011,Almadén,Ciudad Real,Castilla - La Mancha,10544
13012,Almadenejos,Ciudad Real,Castilla - La Mancha,10584
13013,Almagro,Ciudad Real,Castilla - La Mancha,10219
13014,Almedina,Ciudad Real,Castilla - La Mancha,9233
13015,Almodóvar del Campo,Ciudad Real,Castilla - La Mancha,12318
13016,Almuradiel,Ciudad Real,Castilla - La Mancha,11188
13017,Anchuras,Ciudad Real,Castilla - La Mancha,10622
13018,Arenas de San Juan,Ciudad Real,Castilla - La Mancha,8608
13019,Argamasilla de Alba,Ciudad Real,Castilla - La Mancha,9614
13020,Argamasilla de Calatrava,Ciudad Real,Castilla - La Mancha,11705
13021,Arroba de los Montes,Ciudad Real,Castilla - La Mancha,10658
13022,Ballesteros de Calatrava,Ciudad Real,Castilla - La Mancha,10674
13023,Bolaños de Calatrava,Ciudad Real,Castilla - La Mancha,9260
13024,Brazatortas,Ciudad Real,Castilla - La Mancha,11099
13025,Cabezarados,Ciudad Real,Castilla - La Mancha,10344
13026,Cabezarrubias del Puerto,Ciudad Real,Castilla - La Mancha,12016
13027,Calzada de Calatrava,Ciudad Real,Castilla - La Mancha,9960
13028,Campo de Criptana,Ciudad Real,Castilla - La Mancha,10273
13029,Cañada de Calatrava,Ciudad Real,Castilla - La Mancha,13332
13030,Caracuel de Calatrava,Ciudad Real,Castilla - La Mancha,12544
13031,Carrión de Calatrava,Ciudad Real,Castilla - La Mancha,11136
13032,Carrizosa,Ciudad Real,Castilla - La Mancha,8808
13033,Castellar de Santiago,Ciudad Real,Castilla - La Mancha,9443
13034,Ciudad Real,Ciudad Real,Castilla - La Mancha,14066
13035,Corral de Calatrava,Ciudad Real,Castilla - La Mancha,10571
13036,Los Cortijos,Ciudad Real,Castilla - La Mancha,10380
13037,Cózar,Ciudad Real,Castilla - La Mancha,8851
13038,Chillón,Ciudad Real,Castilla - La Mancha,10678
13039,Daimiel,Ciudad Real,Castilla - La Mancha,10284
13040,Fernán Caballero,Ciudad Real,Castilla - La Mancha,10622
13041,Fontanarejo,Ciudad Real,Castilla - La Mancha,11200
13042,Fuencaliente,Ciudad Real,Castilla - La Mancha,9621
13043,Fuenllana,Ciudad Real,Castilla - La Mancha,12790
13044,Fuente el Fresno,Ciudad Real,Castilla - La Mancha,9348
13045,Granátula de Calatrava,Ciudad Real,Castilla - La Mancha,10131
13046,Guadalmez,Ciudad Real,Castilla - La Mancha,9932
13047,Herencia,Ciudad Real,Castilla - La Mancha,8682
13048,Hinojosas de Calatrava,Ciudad Real,Castilla - La Mancha,12222
13049,Horcajo de los Montes,Ciudad Real,Castilla - La Mancha,10295
13050,Las Labores,Ciudad Real,Castilla - La Mancha,9947
13051,Luciana,Ciudad Real,Castilla - La Mancha,11391
13052,Malagón,Ciudad Real,Castilla - La Mancha,9703
13053,Manzanares,Ciudad Real,Castilla - La Mancha,11773
13054,Membrilla,Ciudad Real,Castilla - La Mancha,10734
13055,Mestanza,Ciudad Real,Castilla - La Mancha,11001
13056,Miguelturra,Ciudad Real,Castilla - La Mancha,10964
13057,Montiel,Ciudad Real,Castilla - La Mancha,9895
13058,Moral de Calatrava,Ciudad Real,Castilla - La Mancha,8621
13059,Navalpino,Ciudad Real,Castilla - La Mancha,10193
13060,Navas de Estena,Ciudad Real,Castilla - La Mancha,11492
13061,Pedro Muñoz,Ciudad Real,Castilla - La Mancha,9339
13062,Picón,Ciudad Real,Castilla - La Mancha,11427
13063,Piedrabuena,Ciudad Real,Castilla - La Mancha,9838
13064,Poblete,Ciudad Real,Castilla - La Mancha,11697
13065,Porzuna,Ciudad Real,Castilla - La Mancha,9288
13066,Pozuelo de Calatrava,Ciudad Real,Castilla - La Mancha,9522
13067,Los Pozuelos de Calatrava,Ciudad Real,Castilla - La Mancha,10722
13068,Puebla de Don Rodrigo,Ciudad Real,Castilla - La Mancha,10694
13069,Puebla del Príncipe,Ciudad Real,Castilla - La Mancha,8694
13070,Puerto Lápice,Ciudad Real,Castilla - La Mancha,10890
13071,Puertollano,Ciudad Real,Castilla - La Mancha,12155
13072,Retuerta del Bullaque,Ciudad Real,Castilla - La Mancha,9537
13073,Saceruela,Ciudad Real,Castilla - La Mancha,9801
13074,San Carlos del Valle,Ciudad Real,Castilla - La Mancha,9089
13075,San Lorenzo de Calatrava,Ciudad Real,Castilla - La Mancha,10844
13076,Santa Cruz de los Cáñamos,Ciudad Real,Castilla - La Mancha,7836
13077,Santa Cruz de Mudela,Ciudad Real,Castilla - La Mancha,9826
13078,Socuéllamos,Ciudad Real,Castilla - La Mancha,9481
13079,La Solana,Ciudad Real,Castilla - La Mancha,9246
13080,Solana del Pino,Ciudad Real,Castilla - La Mancha,12401
13081,Terrinches,Ciudad Real,Castilla - La Mancha,8405
13082,Tomelloso,Ciudad Real,Castilla - La Mancha,9663
13083,Torralba de Calatrava,Ciudad Real,Castilla - La Mancha,9970
13084,Torre de Juan Abad,Ciudad Real,Castilla - La Mancha,9255
13085,Torrenueva,Ciudad Real,Castilla - La Mancha,8863
13086,Valdemanco del Esteras,Ciudad Real,Castilla - La Mancha,11100
