codigo_mun,mun,prov,ccaa,renta_neta_media_por_persona
31107,Funes,Navarra,"Navarra, Comunidad Foral de",12635
31108,Fustiñana,Navarra,"Navarra, Comunidad Foral de",12585
31109,Galar,Navarra,"Navarra, Comunidad Foral de",16849
31110,Gallipienzo/Galipentzu,Navarra,"Navarra, Comunidad Foral de",15782
31111,Gallués/Galoze,Navarra,"Navarra, Comunidad Foral de",15444
31112,Garaioa,Navarra,"Navarra, Comunidad Foral de",15444
31113,Garde,Navarra,"Navarra, Comunidad Foral de",17980
31114,Garínoain,Navarra,"Navarra, Comunidad Foral de",16544
31115,Garralda,Navarra,"Navarra, Comunidad Foral de",15107
31116,Genevilla,Navarra,"Navarra, Comunidad Foral de",15444
31117,Goizueta,Navarra,"Navarra, Comunidad Foral de",15958
31118,Goñi,Navarra,"Navarra, Comunidad Foral de",24398
31119,Güesa/Gorza,Navarra,"Navarra, Comunidad Foral de",15444
31120,Guesálaz/Gesalatz,Navarra,"Navarra, Comunidad Foral de",17760
31121,Guirguillano,Navarra,"Navarra, Comunidad Foral de",15444
31122,Huarte/Uharte,Navarra,"Navarra, Comunidad Foral de",15155
31123,Uharte Arakil,Navarra,"Navarra, Comunidad Foral de",16405
31124,Ibargoiti,Navarra,"Navarra, Comunidad Foral de",19718
31125,Igúzquiza,Navarra,"Navarra, Comunidad Foral de",14722
31126,Imotz,Navarra,"Navarra, Comunidad Foral de",15708
31127,Irañeta,Navarra,"Navarra, Comunidad Foral de",17054
31128,Isaba/Izaba,Navarra,"Navarra, Comunidad Foral de",17056
31129,Ituren,Navarra,"Navarra, Comunidad Foral de",14623
31130,Iturmendi,Navarra,"Navarra, Comunidad Foral de",14863
31131,Iza/Itza,Navarra,"Navarra, Comunidad Foral de",19200
31132,Izagaondoa,Navarra,"Navarra, Comunidad Foral de",23809
31133,Izalzu/Itzaltzu,Navarra,"Navarra, Comunidad Foral de",15444
31134,Jaurrieta,Navarra,"Navarra, Comunidad Foral de",17902
31135,Javier,Navarra,"Navarra, Comunidad Foral de",15444
31136,Juslapeña,Navarra,"Navarra, Comunidad Foral de",16033
31137,Beintza-Labaien,Navarra,"Navarra, Comunidad Foral de",16034
31138,Lakuntza,Navarra,"Navarra, Comunidad Foral de",15122
31139,Lana,Navarra,"Navarra, Comunidad Foral de",19438
31140,Lantz,Navarra,"Navarra, Comunidad Foral de",18968
31141,Lapoblación,Navarra,"Navarra, Comunidad Foral de",20168
31142,Larraga,Navarra,"Navarra, Comunidad Foral de",14250
31143,Larraona,Navarra,"Navarra, Comunidad Foral de",15020
31144,Larraun,Navarra,"Navarra, Comunidad Foral de",15251
31145,Lazagurría,Navarra,"Navarra, Comunidad Foral de",19315
31146,Leache/Leatxe,Navarra,"Navarra, Comunidad Foral de",15444
31147,Legarda,Navarra,"Navarra, Comunidad Foral de",17514
31148,Legaria,Navarra,"Navarra, Comunidad Foral de",21029
31149,Leitza,Navarra,"Navarra, Comunidad Foral de",15076
31150,Leoz/Leotz,Navarra,"Navarra, Comunidad Foral de",19295
31151,Lerga,Navarra,"Navarra, Comunidad Foral de",15444
31152,Lerín,Navarra,"Navarra, Comunidad Foral de",12508
31153,Lesaka,Navarra,"Navarra, Comunidad Foral de",15136
31154,Lezaun,Navarra,"Navarra, Comunidad Foral de",18181
31155,Liédena,Navarra,"Navarra, Comunidad Foral de",16482
31156,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,Navarra,"Navarra, Comunidad Foral de",20422
31157,Lodosa,Navarra,"Navarra, Comunidad Foral de",12525
31158,Lónguida/Longida,Navarra,"Navarra, Comunidad Foral de",18835
31159,Lumbier,Navarra,"Navarra, Comunidad Foral de",16215
31160,Luquin,Navarra,"Navarra, Comunidad Foral de",13864
31161,Mañeru,Navarra,"Navarra, Comunidad Foral de",14317
31162,Marañón,Navarra,"Navarra, Comunidad Foral de",15444
31163,Marcilla,Navarra,"Navarra, Comunidad Foral de",13137
31164,Mélida,Navarra,"Navarra, Comunidad Foral de",14526
31165,Mendavia,Navarra,"Navarra, Comunidad Foral de",13158
31166,Mendaza,Navarra,"Navarra, Comunidad Foral de",17664
31167,Mendigorria,Navarra,"Navarra, Comunidad Foral de",13554
31168,Metauten,Navarra,"Navarra, Comunidad Foral de",17334
31169,Milagro,Navarra,"Navarra, Comunidad Foral de",11711
31170,Mirafuentes,Navarra,"Navarra, Comunidad Foral de",15444
31171,Miranda de Arga,Navarra,"Navarra, Comunidad Foral de",13851
31172,Monreal/Elo,Navarra,"Navarra, Comunidad Foral de",17413
31173,Monteagudo,Navarra,"Navarra, Comunidad Foral de",11901
31174,Morentin,Navarra,"Navarra, Comunidad Foral de",14245
31175,Mues,Navarra,"Navarra, Comunidad Foral de",15444
31176,Murchante,Navarra,"Navarra, Comunidad Foral de",12519
31177,Murieta,Navarra,"Navarra, Comunidad Foral de",12504
31178,Murillo el Cuende,Navarra,"Navarra, Comunidad Foral de",12106
31179,Murillo el Fruto,Navarra,"Navarra, Comunidad Foral de",14025
31180,Muruzábal,Navarra,"Navarra, Comunidad Foral de",19945
31181,Navascués/Nabaskoze,Navarra,"Navarra, Comunidad Foral de",21085
31182,Nazar,Navarra,"Navarra, Comunidad Foral de",15444
31183,Obanos,Navarra,"Navarra, Comunidad Foral de",16211
31184,Oco,Navarra,"Navarra, Comunidad Foral de",15444
31185,Ochagavía/Otsagabia,Navarra,"Navarra, Comunidad Foral de",18448
31186,Odieta,Navarra,"Navarra, Comunidad Foral de",16622
31187,Oiz,Navarra,"Navarra, Comunidad Foral de",14348
31188,Olaibar,Navarra,"Navarra, Comunidad Foral de",13854
31189,Olazti/Olazagutía,Navarra,"Navarra, Comunidad Foral de",13970
31190,Olejua,Navarra,"Navarra, Comunidad Foral de",15444
31191,Olite/Erriberri,Navarra,"Navarra, Comunidad Foral de",14618
31192,Olóriz/Oloritz,Navarra,"Navarra, Comunidad Foral de",22051
31193,Cendea de Olza/Oltza Zendea,Navarra,"Navarra, Comunidad Foral de",17028
31194,Valle de Ollo/Ollaran,Navarra,"Navarra, Comunidad Foral de",16784
31195,Orbaizeta,Navarra,"Navarra, Comunidad Foral de",16311
31196,Orbara,Navarra,"Navarra, Comunidad Foral de",15444
31197,Orísoain,Navarra,"Navarra, Comunidad Foral de",15444
31198,Oronz/Orontze,Navarra,"Navarra, Comunidad Foral de",15444
31199,Oroz-Betelu/Orotz-Betelu,Navarra,"Navarra, Comunidad Foral de",20706
31200,Oteiza,Navarra,"Navarra, Comunidad Foral de",16075
31201,Pamplona/Iruña,Navarra,"Navarra, Comunidad Foral de",15419
31202,Peralta/Azkoien,Navarra,"Navarra, Comunidad Foral de",14266
31203,Petilla de Aragón,Navarra,"Navarra, Comunidad Foral de",15444
31204,Piedramillera,Navarra,"Navarra, Comunidad Foral de",15444
31205,Pitillas,Navarra,"Navarra, Comunidad Foral de",15426
31206,Puente la Reina/Gares,Navarra,"Navarra, Comunidad Foral de",13146
31207,Pueyo/Puiu,Navarra,"Navarra, Comunidad Foral de",16571
31208,Ribaforada,Navarra,"Navarra, Comunidad Foral de",13264
31209,Romanzado,Navarra,"Navarra, Comunidad Foral de",17752
31210,Roncal/Erronkari,Navarra,"Navarra, Comunidad Foral de",15353
31211,Orreaga/Roncesvalles,Navarra,"Navarra, Comunidad Foral de",15444
31212,Sada,Navarra,"Navarra, Comunidad Foral de",21570
31213,Saldías,Navarra,"Navarra, Comunidad Foral de",16873
31214,Salinas de Oro/Jaitz,Navarra,"Navarra, Comunidad Foral de",21276
31215,San Adrián,Navarra,"Navarra, Comunidad Foral de",13088
31216,Sangüesa/Zangoza,Navarra,"Navarra, Comunidad Foral de",15141
31217,San Martín de Unx,Navarra,"Navarra, Comunidad Foral de",13888
31219,Sansol,Navarra,"Navarra, Comunidad Foral de",15444
31220,Santacara,Navarra,"Navarra, Comunidad Foral de",14722
31221,Doneztebe/Santesteban,Navarra,"Navarra, Comunidad Foral de",13656
31222,Sarriés/Sartze,Navarra,"Navarra, Comunidad Foral de",15444
31223,Sartaguda,Navarra,"Navarra, Comunidad Foral de",11824
31224,Sesma,Navarra,"Navarra, Comunidad Foral de",13710
31225,Sorlada,Navarra,"Navarra, Comunidad Foral de",15444
31226,Sunbilla,Navarra,"Navarra, Comunidad Foral de",14489
31227,Tafalla,Navarra,"Navarra, Comunidad Foral de",14591
31228,Tiebas-Muruarte de Reta,Navarra,"Navarra, Comunidad Foral de",15481
31229,Tirapu,Navarra,"Navarra, Comunidad Foral de",15444
31230,Torralba del Río,Navarra,"Navarra, Comunidad Foral de",15444
31231,Torres del Río,Navarra,"Navarra, Comunidad Foral de",12513
31232,Tudela,Navarra,"Navarra, Comunidad Foral de",13443
31233,Tulebras,Navarra,"Navarra, Comunidad Foral de",13997
31234,Ucar,Navarra,"Navarra, Comunidad Foral de",16797
31235,Ujué/Uxue,Navarra,"Navarra, Comunidad Foral de",17476
31236,Ultzama,Navarra,"Navarra, Comunidad Foral de",17085
31237,Unciti,Navarra,"Navarra, Comunidad Foral de",17443
31238,Unzué/Untzue,Navarra,"Navarra, Comunidad Foral de",18806
31239,Urdazubi/Urdax,Navarra,"Navarra, Comunidad Foral de",17402
31240,Urdiain,Navarra,"Navarra, Comunidad Foral de",15597
31241,Urraul Alto,Navarra,"Navarra, Comunidad Foral de",23114
31242,Urraul Bajo,Navarra,"Navarra, Comunidad Foral de",16937
31243,Urroz-Villa,Navarra,"Navarra, Comunidad Foral de",16216
31244,Urroz,Navarra,"Navarra, Comunidad Foral de",18209
31245,Urzainqui/Urzainki,Navarra,"Navarra, Comunidad Foral de",15444
31246,Uterga,Navarra,"Navarra, Comunidad Foral de",17929
31247,Uztárroz/Uztarroze,Navarra,"Navarra, Comunidad Foral de",20525
31248,Luzaide/Valcarlos,Navarra,"Navarra, Comunidad Foral de",14141
31249,Valtierra,Navarra,"Navarra, Comunidad Foral de",13820
31250,Bera,Navarra,"Navarra, Comunidad Foral de",14688
31251,Viana,Navarra,"Navarra, Comunidad Foral de",12475
31252,Vidángoz/Bidankoze,Navarra,"Navarra, Comunidad Foral de",15444
31253,Bidaurreta,Navarra,"Navarra, Comunidad Foral de",20571
31254,Villafranca,Navarra,"Navarra, Comunidad Foral de",12685
31255,Villamayor de Monjardín,Navarra,"Navarra, Comunidad Foral de",26409
31256,Hiriberri/Villanueva de Aezkoa,Navarra,"Navarra, Comunidad Foral de",15444
31257,Villatuerta,Navarra,"Navarra, Comunidad Foral de",14125
31258,Villava/Atarrabia,Navarra,"Navarra, Comunidad Foral de",14917
31259,Igantzi,Navarra,"Navarra, Comunidad Foral de",14680
31260,Valle de Yerri/Deierri,Navarra,"Navarra, Comunidad Foral de",17109
31261,Yesa,Navarra,"Navarra, Comunidad Foral de",14116
31262,Zabalza/Zabaltza,Navarra,"Navarra, Comunidad Foral de",18090
31263,Zubieta,Navarra,"Navarra, Comunidad Foral de",13848
31264,Zugarramurdi,Navarra,"Navarra, Comunidad Foral de",10275
31265,Zúñiga,Navarra,"Navarra, Comunidad Foral de",15444
31901,Barañáin/Barañain,Navarra,"Navarra, Comunidad Foral de",15407
31902,Berrioplano/Berriobeiti,Navarra,"Navarra, Comunidad Foral de",15368
31903,Berriozar,Navarra,"Navarra, Comunidad Foral de",12251
31904,Irurtzun,Navarra,"Navarra, Comunidad Foral de",13181
31905,Beriáin,Navarra,"Navarra, Comunidad Foral de",13842
31906,Orkoien,Navarra,"Navarra, Comunidad Foral de",14392
31907,Zizur Mayor/Zizur Nagusia,Navarra,"Navarra, Comunidad Foral de",16399
31908,Lekunberri,Navarra,"Navarra, Comunidad Foral de",14196
32001,Allariz,Ourense,Galicia,12715
32002,Amoeiro,Ourense,Galicia,12710
32003,A Arnoia,Ourense,Galicia,12837
32004,Avión,Ourense,Galicia,7615
32005,Baltar,Ourense,Galicia,11296
32006,Bande,Ourense,Galicia,11959
32007,Baños de Molgas,Ourense,Galicia,12141
32008,Barbadás,Ourense,Galicia,11753
32009,O Barco de Valdeorras,Ourense,Galicia,12511
32010,Beade,Ourense,Galicia,10845
32011,Beariz,Ourense,Galicia,9080
32012,Os Blancos,Ourense,Galicia,11799
32013,Boborás,Ourense,Galicia,9609
32014,A Bola,Ourense,Galicia,11246
32015,O Bolo,Ourense,Galicia,10797
32016,Calvos de Randín,Ourense,Galicia,11671
32017,Carballeda de Valdeorras,Ourense,Galicia,13734
32018,Carballeda de Avia,Ourense,Galicia,11006
32019,O Carballiño,Ourense,Galicia,10931
32020,Cartelle,Ourense,Galicia,11834
32021,Castrelo do Val,Ourense,Galicia,10856
32022,Castrelo de Miño,Ourense,Galicia,11938
32023,Castro Caldelas,Ourense,Galicia,12450
32024,Celanova,Ourense,Galicia,10874
32025,Cenlle,Ourense,Galicia,12411
32026,Coles,Ourense,Galicia,12906
32027,Cortegada,Ourense,Galicia,11427
32028,Cualedro,Ourense,Galicia,11073
32029,Chandrexa de Queixa,Ourense,Galicia,11558
32030,Entrimo,Ourense,Galicia,12699
32031,Esgos,Ourense,Galicia,12721
32032,Xinzo de Limia,Ourense,Galicia,11167
32033,Gomesende,Ourense,Galicia,10570
32034,A Gudiña,Ourense,Galicia,11887
32035,O Irixo,Ourense,Galicia,12095
32036,Xunqueira de Ambía,Ourense,Galicia,11946
32037,Xunqueira de Espadanedo,Ourense,Galicia,12873
32038,Larouco,Ourense,Galicia,12073
32039,Laza,Ourense,Galicia,12528
32040,Leiro,Ourense,Galicia,11319
32041,Lobeira,Ourense,Galicia,13576
32042,Lobios,Ourense,Galicia,11658
32043,Maceda,Ourense,Galicia,11938
32044,Manzaneda,Ourense,Galicia,12181
32045,Maside,Ourense,Galicia,10466
32046,Melón,Ourense,Galicia,11147
32047,A Merca,Ourense,Galicia,12732
32048,A Mezquita,Ourense,Galicia,11011
32049,Montederramo,Ourense,Galicia,13080
32050,Monterrei,Ourense,Galicia,10905
32051,Muíños,Ourense,Galicia,13453
32052,Nogueira de Ramuín,Ourense,Galicia,12290
32053,Oímbra,Ourense,Galicia,10194
32054,Ourense,Ourense,Galicia,13473
32055,Paderne de Allariz,Ourense,Galicia,12665
32056,Padrenda,Ourense,Galicia,10105
32057,Parada de Sil,Ourense,Galicia,13964
32058,O Pereiro de Aguiar,Ourense,Galicia,13836
32059,A Peroxa,Ourense,Galicia,12420
32060,Petín,Ourense,Galicia,11427
32061,Piñor,Ourense,Galicia,11588
32062,Porqueira,Ourense,Galicia,11741
32063,A Pobra de Trives,Ourense,Galicia,12721
32064,Pontedeva,Ourense,Galicia,12112
32065,Punxín,Ourense,Galicia,12271
32066,Quintela de Leirado,Ourense,Galicia,10207
32067,Rairiz de Veiga,Ourense,Galicia,12115
32068,Ramirás,Ourense,Galicia,10355
32069,Ribadavia,Ourense,Galicia,11573
32070,San Xoán de Río,Ourense,Galicia,11667
32071,Riós,Ourense,Galicia,11040
32072,A Rúa,Ourense,Galicia,12262
32073,Rubiá,Ourense,Galicia,12554
32074,San Amaro,Ourense,Galicia,11091
32075,San Cibrao das Viñas,Ourense,Galicia,12953
32076,San Cristovo de Cea,Ourense,Galicia,12003
32077,Sandiás,Ourense,Galicia,12706
32078,Sarreaus,Ourense,Galicia,13087
32079,Taboadela,Ourense,Galicia,12523
32080,A Teixeira,Ourense,Galicia,11928
32081,Toén,Ourense,Galicia,13022
32082,Trasmiras,Ourense,Galicia,10550
32083,A Veiga,Ourense,Galicia,11976
32084,Verea,Ourense,Galicia,11044
32085,Verín,Ourense,Galicia,10771
32086,Viana do Bolo,Ourense,Galicia,11876
32087,Vilamarín,Ourense,Galicia,13132
32088,Vilamartín de Valdeorras,Ourense,Galicia,12064
32089,Vilar de Barrio,Ourense,Galicia,12558
32090,Vilar de Santos,Ourense,Galicia,12289
32091,Vilardevós,Ourense,Galicia,10728
32092,Vilariño de Conso,Ourense,Galicia,12359
33001,Allande,Asturias,"Asturias, Principado de",11631
33002,Aller,Asturias,"Asturias, Principado de",14339
33003,Amieva,Asturias,"Asturias, Principado de",11573
33004,Avilés,Asturias,"Asturias, Principado de",13881
33005,Belmonte de Miranda,Asturias,"Asturias, Principado de",13508
33006,Bimenes,Asturias,"Asturias, Principado de",13393
33007,Boal,Asturias,"Asturias, Principado de",12429
33008,Cabrales,Asturias,"Asturias, Principado de",11153
33009,Cabranes,Asturias,"Asturias, Principado de",10948
33010,Candamo,Asturias,"Asturias, Principado de",13402
33011,Cangas del Narcea,Asturias,"Asturias, Principado de",13256
33012,Cangas de Onís,Asturias,"Asturias, Principado de",11533
33013,Caravia,Asturias,"Asturias, Principado de",14014
33014,Carreño,Asturias,"Asturias, Principado de",14111
33015,Caso,Asturias,"Asturias, Principado de",14981
33016,Castrillón,Asturias,"Asturias, Principado de",15089
33017,Castropol,Asturias,"Asturias, Principado de",12621
33018,Coaña,Asturias,"Asturias, Principado de",13374
33019,Colunga,Asturias,"Asturias, Principado de",12488
33020,Corvera de Asturias,Asturias,"Asturias, Principado de",12657
33021,Cudillero,Asturias,"Asturias, Principado de",12676
33022,Degaña,Asturias,"Asturias, Principado de",15326
33023,El Franco,Asturias,"Asturias, Principado de",12534
33024,Gijón,Asturias,"Asturias, Principado de",14394
33025,Gozón,Asturias,"Asturias, Principado de",14047
33026,Grado,Asturias,"Asturias, Principado de",12570
33027,Grandas de Salime,Asturias,"Asturias, Principado de",14411
33028,Ibias,Asturias,"Asturias, Principado de",15930
33029,Illano,Asturias,"Asturias, Principado de",11416
33030,Illas,Asturias,"Asturias, Principado de",14253
33031,Langreo,Asturias,"Asturias, Principado de",13076
33032,Laviana,Asturias,"Asturias, Principado de",13581
33033,Lena,Asturias,"Asturias, Principado de",13717
33034,Valdés,Asturias,"Asturias, Principado de",12144
33035,Llanera,Asturias,"Asturias, Principado de",14162
33036,Llanes,Asturias,"Asturias, Principado de",12265
33037,Mieres,Asturias,"Asturias, Principado de",13653
33038,Morcín,Asturias,"Asturias, Principado de",14567
33039,Muros de Nalón,Asturias,"Asturias, Principado de",13913
33040,Nava,Asturias,"Asturias, Principado de",12992
33041,Navia,Asturias,"Asturias, Principado de",13608
33042,Noreña,Asturias,"Asturias, Principado de",13625
33043,Onís,Asturias,"Asturias, Principado de",10403
33044,Oviedo,Asturias,"Asturias, Principado de",15247
33045,Parres,Asturias,"Asturias, Principado de",11927
33046,Peñamellera Alta,Asturias,"Asturias, Principado de",11247
33047,Peñamellera Baja,Asturias,"Asturias, Principado de",10554
33048,Pesoz,Asturias,"Asturias, Principado de",12193
33049,Piloña,Asturias,"Asturias, Principado de",11896
33050,Ponga,Asturias,"Asturias, Principado de",12539
33051,Pravia,Asturias,"Asturias, Principado de",12132
33052,Proaza,Asturias,"Asturias, Principado de",15115
33053,Quirós,Asturias,"Asturias, Principado de",15490
33054,Las Regueras,Asturias,"Asturias, Principado de",14817
33055,Ribadedeva,Asturias,"Asturias, Principado de",11149
33056,Ribadesella,Asturias,"Asturias, Principado de",12327
33057,Ribera de Arriba,Asturias,"Asturias, Principado de",12504
33058,Riosa,Asturias,"Asturias, Principado de",14588
33059,Salas,Asturias,"Asturias, Principado de",12390
33060,San Martín del Rey Aurelio,Asturias,"Asturias, Principado de",13355
33061,San Martín de Oscos,Asturias,"Asturias, Principado de",11399
33062,Santa Eulalia de Oscos,Asturias,"Asturias, Principado de",11046
33063,San Tirso de Abres,Asturias,"Asturias, Principado de",11451
33064,Santo Adriano,Asturias,"Asturias, Principado de",14253
33065,Sariego,Asturias,"Asturias, Principado de",13845
33066,Siero,Asturias,"Asturias, Principado de",13864
33067,Sobrescobio,Asturias,"Asturias, Principado de",14951
33068,Somiedo,Asturias,"Asturias, Principado de",13680
33069,Soto del Barco,Asturias,"Asturias, Principado de",13715
33070,Tapia de Casariego,Asturias,"Asturias, Principado de",13068
33071,Taramundi,Asturias,"Asturias, Principado de",12153
33072,Teverga,Asturias,"Asturias, Principado de",15399
33073,Tineo,Asturias,"Asturias, Principado de",12038
33074,Vegadeo,Asturias,"Asturias, Principado de",11968
33075,Villanueva de Oscos,Asturias,"Asturias, Principado de",11203
33076,Villaviciosa,Asturias,"Asturias, Principado de",13234
33077,Villayón,Asturias,"Asturias, Principado de",11796
33078,Yernes y Tameza,Asturias,"Asturias, Principado de",13661
34001,Abarca de Campos,Palencia,Castilla y León,15069
34003,Abia de las Torres,Palencia,Castilla y León,15691
34004,Aguilar de Campoo,Palencia,Castilla y León,13997
34005,Alar del Rey,Palencia,Castilla y León,12090
34006,Alba de Cerrato,Palencia,Castilla y León,15069
34009,Amayuelas de Arriba,Palencia,Castilla y León,15069
34010,Ampudia,Palencia,Castilla y León,13914
34011,Amusco,Palencia,Castilla y León,13709
34012,Antigüedad,Palencia,Castilla y León,15720
34015,Arconada,Palencia,Castilla y León,15069
34017,Astudillo,Palencia,Castilla y León,14390
34018,Autilla del Pino,Palencia,Castilla y León,15786
34019,Autillo de Campos,Palencia,Castilla y León,14597
34020,Ayuela,Palencia,Castilla y León,15069
34022,Baltanás,Palencia,Castilla y León,12546
34023,Venta de Baños,Palencia,Castilla y León,12633
34024,Baquerín de Campos,Palencia,Castilla y León,15069
34025,Bárcena de Campos,Palencia,Castilla y León,15069
34027,Barruelo de Santullán,Palencia,Castilla y León,12869
34028,Báscones de Ojeda,Palencia,Castilla y León,11854
34029,Becerril de Campos,Palencia,Castilla y León,13079
34031,Belmonte de Campos,Palencia,Castilla y León,15069
34032,Berzosilla,Palencia,Castilla y León,15069
34033,Boada de Campos,Palencia,Castilla y León,15069
34034,Boadilla del Camino,Palencia,Castilla y León,12922
34035,Boadilla de Rioseco,Palencia,Castilla y León,12282
34036,Brañosera,Palencia,Castilla y León,14328
34037,Buenavista de Valdavia,Palencia,Castilla y León,12962
34038,Bustillo de la Vega,Palencia,Castilla y León,14599
34039,Bustillo del Páramo de Carrión,Palencia,Castilla y León,15069
34041,Calahorra de Boedo,Palencia,Castilla y León,15069
34042,Calzada de los Molinos,Palencia,Castilla y León,12322
34045,Capillas,Palencia,Castilla y León,15069
34046,Cardeñosa de Volpejera,Palencia,Castilla y León,15069
34047,Carrión de los Condes,Palencia,Castilla y León,12049
34048,Castil de Vela,Palencia,Castilla y León,15069
34049,Castrejón de la Peña,Palencia,Castilla y León,14006
34050,Castrillo de Don Juan,Palencia,Castilla y León,15243
34051,Castrillo de Onielo,Palencia,Castilla y León,13066
34052,Castrillo de Villavega,Palencia,Castilla y León,13779
34053,Castromocho,Palencia,Castilla y León,12350
34055,Cervatos de la Cueza,Palencia,Castilla y León,13928
34056,Cervera de Pisuerga,Palencia,Castilla y León,13048
34057,Cevico de la Torre,Palencia,Castilla y León,14192
34058,Cevico Navero,Palencia,Castilla y León,14094
34059,Cisneros,Palencia,Castilla y León,12782
34060,Cobos de Cerrato,Palencia,Castilla y León,12615
34061,Collazos de Boedo,Palencia,Castilla y León,15069
34062,Congosto de Valdavia,Palencia,Castilla y León,13570
34063,Cordovilla la Real,Palencia,Castilla y León,11840
34066,Cubillas de Cerrato,Palencia,Castilla y León,15069
34067,Dehesa de Montejo,Palencia,Castilla y León,14308
34068,Dehesa de Romanos,Palencia,Castilla y León,15069
34069,Dueñas,Palencia,Castilla y León,12797
34070,Espinosa de Cerrato,Palencia,Castilla y León,12515
34071,Espinosa de Villagonzalo,Palencia,Castilla y León,12550
34072,Frechilla,Palencia,Castilla y León,15446
34073,Fresno del Río,Palencia,Castilla y León,14841
34074,Frómista,Palencia,Castilla y León,13215
34076,Fuentes de Nava,Palencia,Castilla y León,13313
34077,Fuentes de Valdepero,Palencia,Castilla y León,13944
34079,Grijota,Palencia,Castilla y León,14059
34080,Guardo,Palencia,Castilla y León,13111
34081,Guaza de Campos,Palencia,Castilla y León,15069
34082,Hérmedes de Cerrato,Palencia,Castilla y León,15069
34083,Herrera de Pisuerga,Palencia,Castilla y León,12169
34084,Herrera de Valdecañas,Palencia,Castilla y León,14309
34086,Hontoria de Cerrato,Palencia,Castilla y León,18463
34087,Hornillos de Cerrato,Palencia,Castilla y León,14040
34088,Husillos,Palencia,Castilla y León,13138
34089,Itero de la Vega,Palencia,Castilla y León,14257
34091,Lagartos,Palencia,Castilla y León,11907
34092,Lantadilla,Palencia,Castilla y León,14066
34093,La Vid de Ojeda,Palencia,Castilla y León,15069
34094,Ledigos,Palencia,Castilla y León,15069
34096,Lomas,Palencia,Castilla y León,15069
34098,Magaz de Pisuerga,Palencia,Castilla y León,12817
34099,Manquillos,Palencia,Castilla y León,15069
34100,Mantinos,Palencia,Castilla y León,16476
34101,Marcilla de Campos,Palencia,Castilla y León,15069
34102,Mazariegos,Palencia,Castilla y León,15041
34103,Mazuecos de Valdeginate,Palencia,Castilla y León,15069
34104,Melgar de Yuso,Palencia,Castilla y León,13690
34106,Meneses de Campos,Palencia,Castilla y León,18788
34107,Micieces de Ojeda,Palencia,Castilla y León,15069
34108,Monzón de Campos,Palencia,Castilla y León,11790
34109,Moratinos,Palencia,Castilla y León,15069
34110,Mudá,Palencia,Castilla y León,15069
34112,Nogal de las Huertas,Palencia,Castilla y León,15069
34113,Olea de Boedo,Palencia,Castilla y León,15069
34114,Olmos de Ojeda,Palencia,Castilla y León,12008
34116,Osornillo,Palencia,Castilla y León,15069
34120,Palencia,Palencia,Castilla y León,14071
34121,Palenzuela,Palencia,Castilla y León,11140
34122,Páramo de Boedo,Palencia,Castilla y León,15069
34123,Paredes de Nava,Palencia,Castilla y León,12238
34124,Payo de Ojeda,Palencia,Castilla y León,15069
34125,Pedraza de Campos,Palencia,Castilla y León,15069
34126,Pedrosa de la Vega,Palencia,Castilla y León,11276
34127,Perales,Palencia,Castilla y León,15069
34129,Pino del Río,Palencia,Castilla y León,13727
34130,Piña de Campos,Palencia,Castilla y León,13932
34131,Población de Arroyo,Palencia,Castilla y León,15069
34132,Población de Campos,Palencia,Castilla y León,14279
34133,Población de Cerrato,Palencia,Castilla y León,11919
34134,Polentinos,Palencia,Castilla y León,15069
34135,Pomar de Valdivia,Palencia,Castilla y León,13978
34136,Poza de la Vega,Palencia,Castilla y León,11080
34137,Pozo de Urama,Palencia,Castilla y León,15069
34139,Prádanos de Ojeda,Palencia,Castilla y León,10672
34140,La Puebla de Valdavia,Palencia,Castilla y León,15069
34141,Quintana del Puente,Palencia,Castilla y León,11768
34143,Quintanilla de Onsoña,Palencia,Castilla y León,12880
34146,Reinoso de Cerrato,Palencia,Castilla y León,15069
34147,Renedo de la Vega,Palencia,Castilla y León,12593
34149,Requena de Campos,Palencia,Castilla y León,15069
34151,Respenda de la Peña,Palencia,Castilla y León,13578
34152,Revenga de Campos,Palencia,Castilla y León,13552
34154,Revilla de Collazos,Palencia,Castilla y León,15069
34155,Ribas de Campos,Palencia,Castilla y León,14587
34156,Riberos de la Cueza,Palencia,Castilla y León,15069
34157,Saldaña,Palencia,Castilla y León,12476
34158,Salinas de Pisuerga,Palencia,Castilla y León,14961
34159,San Cebrián de Campos,Palencia,Castilla y León,13406
34160,San Cebrián de Mudá,Palencia,Castilla y León,13646
34161,San Cristóbal de Boedo,Palencia,Castilla y León,15069
34163,San Mamés de Campos,Palencia,Castilla y León,15069
34165,San Román de la Cuba,Palencia,Castilla y León,15069
34167,Santa Cecilia del Alcor,Palencia,Castilla y León,12501
34168,Santa Cruz de Boedo,Palencia,Castilla y León,15069
34169,Santervás de la Vega,Palencia,Castilla y León,12320
34170,Santibáñez de Ecla,Palencia,Castilla y León,15069
34171,Santibáñez de la Peña,Palencia,Castilla y León,13836
34174,Santoyo,Palencia,Castilla y León,14801
34175,La Serna,Palencia,Castilla y León,15069
34176,Sotobañado y Priorato,Palencia,Castilla y León,12960
34177,Soto de Cerrato,Palencia,Castilla y León,13595
34178,Tabanera de Cerrato,Palencia,Castilla y León,13495
34179,Tabanera de Valdavia,Palencia,Castilla y León,15069
